State Name,County Name,Religious,Amusement/Real Estate
Alabama,Autauga,138.0,98.0
Alabama,Baldwin,498.0,1006.0
Alabama,Barbour,52.0,36.0
Alabama,Bibb,42.0,18.0
Alabama,Blount,84.0,31.0
Alabama,Bullock,19.0,7.0
Alabama,Butler,40.0,44.0
Alabama,Calhoun,319.0,143.0
Alabama,Chambers,128.0,24.0
Alabama,Cherokee,54.0,25.0
Alabama,Chilton,144.0,53.0
Alabama,Choctaw,58.0,9.0
Alabama,Clarke,78.0,26.0
Alabama,Clay,33.0,10.0
Alabama,Cleburne,26.0,3.0
Alabama,Coffee,142.0,90.0
Alabama,Colbert,166.0,83.0
Alabama,Conecuh,18.0,10.0
Alabama,Coosa,20.0,6.0
Alabama,Covington,90.0,59.0
Alabama,Crenshaw,30.0,8.0
Alabama,Cullman,180.0,108.0
Alabama,Dale,109.0,52.0
Alabama,Dallas,116.0,33.0
Alabama,DeKalb,132.0,63.0
Alabama,Elmore,183.0,123.0
Alabama,Escambia,115.0,54.0
Alabama,Etowah,296.0,126.0
Alabama,Fayette,29.0,3.0
Alabama,Franklin,54.0,34.0
Alabama,Geneva,48.0,28.0
Alabama,Greene,14.0,9.0
Alabama,Hale,20.0,3.0
Alabama,Henry,54.0,6.0
Alabama,Houston,227.0,246.0
Alabama,Jackson,100.0,51.0
Alabama,Jefferson,1874.0,1772.0
Alabama,Lamar,28.0,6.0
Alabama,Lauderdale,258.0,217.0
Alabama,Lawrence,70.0,11.0
Alabama,Lee,281.0,399.0
Alabama,Limestone,172.0,135.0
Alabama,Lowndes,12.0,11.0
Alabama,Macon,33.0,15.0
Alabama,Madison,748.0,1182.0
Alabama,Marengo,60.0,13.0
Alabama,Marion,53.0,9.0
Alabama,Marshall,174.0,160.0
Alabama,Mobile,888.0,886.0
Alabama,Monroe,60.0,17.0
Alabama,Montgomery,698.0,503.0
Alabama,Morgan,280.0,171.0
Alabama,Perry,19.0,5.0
Alabama,Pickens,42.0,8.0
Alabama,Pike,72.0,54.0
Alabama,Randolph,44.0,18.0
Alabama,Russell,118.0,79.0
Alabama,Shelby,424.0,609.0
Alabama,St. Clair,150.0,100.0
Alabama,Statewide Alabama,16.0,0.0
Alabama,Sumter,28.0,6.0
Alabama,Talladega,194.0,85.0
Alabama,Tallapoosa,120.0,67.0
Alabama,Tuscaloosa,431.0,440.0
Alabama,Walker,186.0,84.0
Alabama,Washington,54.0,0.0
Alabama,Wilcox,22.0,7.0
Alabama,Winston,45.0,23.0
Alaska,Aleutians East Borough,3.0,6.0
Alaska,Aleutians West Census Area,10.0,0.0
Alaska,Anchorage Municipality,782.0,1023.0
Alaska,Bethel Census Area,13.0,25.0
Alaska,Bristol Bay Borough,0.0,12.0
Alaska,Denali Borough,0.0,22.0
Alaska,Dillingham Census Area,6.0,8.0
Alaska,Fairbanks North Star Borough,194.0,391.0
Alaska,Haines Borough,14.0,30.0
Alaska,Hoonah-Angoon Census Area,0.0,9.0
Alaska,Juneau City and Borough,110.0,131.0
Alaska,Kenai Peninsula Borough,197.0,277.0
Alaska,Ketchikan Gateway Borough,45.0,88.0
Alaska,Kodiak Island Borough,42.0,49.0
Alaska,Kusilvak Census Area,8.0,0.0
Alaska,Lake and Peninsula Borough,6.0,14.0
Alaska,Matanuska-Susitna Borough,197.0,302.0
Alaska,Nome Census Area,19.0,22.0
Alaska,North Slope Borough,13.0,3.0
Alaska,Northwest Arctic Borough,12.0,0.0
Alaska,Petersburg Borough,20.0,8.0
Alaska,Prince of Wales-Hyder Census Area,13.0,0.0
Alaska,Sitka City and Borough,30.0,51.0
Alaska,Skagway Municipality,6.0,6.0
Alaska,Southeast Fairbanks Census Area,14.0,14.0
Alaska,Statewide Alaska,8.0,0.0
Alaska,Valdez-Cordova Census Area,39.0,66.0
Alaska,Wrangell City and Borough,0.0,16.0
Alaska,Yakutat City and Borough,0.0,0.0
Alaska,Yukon-Koyukuk Census Area,8.0,0.0
Arizona,Apache,48.0,27.0
Arizona,Cochise,226.0,239.0
Arizona,Coconino,304.0,610.0
Arizona,Gila,100.0,172.0
Arizona,Graham,34.0,44.0
Arizona,Greenlee,10.0,6.0
Arizona,La Paz,28.0,38.0
Arizona,Maricopa,332.0,2385.0
Arizona,Mohave,233.0,532.0
Arizona,Navajo,161.0,208.0
Arizona,Pima,1334.0,711.0
Arizona,Pinal,290.0,630.0
Arizona,Santa Cruz,57.0,77.0
Arizona,Statewide Arizona,17.0,0.0
Arizona,Yavapai,388.0,1079.0
Arizona,Yuma,178.0,367.0
Arkansas,Arkansas,60.0,43.0
Arkansas,Ashley,57.0,14.0
Arkansas,Baxter,85.0,120.0
Arkansas,Benton,465.0,921.0
Arkansas,Boone,100.0,76.0
Arkansas,Bradley,36.0,10.0
Arkansas,Calhoun,14.0,0.0
Arkansas,Carroll,91.0,54.0
Arkansas,Chicot,22.0,18.0
Arkansas,Clark,90.0,65.0
Arkansas,Clay,50.0,14.0
Arkansas,Cleburne,77.0,62.0
Arkansas,Cleveland,14.0,0.0
Arkansas,Columbia,69.0,29.0
Arkansas,Conway,53.0,21.0
Arkansas,Craighead,192.0,272.0
Arkansas,Crawford,92.0,76.0
Arkansas,Crittenden,88.0,99.0
Arkansas,Cross,52.0,39.0
Arkansas,Dallas,28.0,0.0
Arkansas,Desha,40.0,29.0
Arkansas,Drew,38.0,31.0
Arkansas,Faulkner,228.0,305.0
Arkansas,Franklin,49.0,11.0
Arkansas,Fulton,22.0,8.0
Arkansas,Garland,247.0,344.0
Arkansas,Grant,47.0,7.0
Arkansas,Greene,87.0,75.0
Arkansas,Hempstead,47.0,31.0
Arkansas,Hot Spring,82.0,33.0
Arkansas,Howard,30.0,18.0
Arkansas,Independence,100.0,41.0
Arkansas,Izard,34.0,17.0
Arkansas,Jackson,44.0,30.0
Arkansas,Jefferson,186.0,90.0
Arkansas,Johnson,43.0,26.0
Arkansas,Lafayette,10.0,0.0
Arkansas,Lawrence,30.0,10.0
Arkansas,Lee,18.0,10.0
Arkansas,Lincoln,14.0,11.0
Arkansas,Little River,38.0,0.0
Arkansas,Logan,60.0,29.0
Arkansas,Lonoke,114.0,134.0
Arkansas,Madison,19.0,16.0
Arkansas,Marion,32.0,33.0
Arkansas,Miller,96.0,77.0
Arkansas,Mississippi,90.0,63.0
Arkansas,Monroe,18.0,8.0
Arkansas,Montgomery,12.0,12.0
Arkansas,Nevada,22.0,8.0
Arkansas,Newton,12.0,0.0
Arkansas,Ouachita,76.0,39.0
Arkansas,Perry,23.0,7.0
Arkansas,Phillips,45.0,32.0
Arkansas,Pike,18.0,13.0
Arkansas,Poinsett,50.0,15.0
Arkansas,Polk,69.0,35.0
Arkansas,Pope,151.0,161.0
Arkansas,Prairie,24.0,11.0
Arkansas,Pulaski,1334.0,1394.0
Arkansas,Randolph,26.0,23.0
Arkansas,Saline,175.0,264.0
Arkansas,Scott,24.0,8.0
Arkansas,Searcy,10.0,7.0
Arkansas,Sebastian,230.0,336.0
Arkansas,Sevier,34.0,14.0
Arkansas,Sharp,56.0,20.0
Arkansas,St. Francis,54.0,45.0
Arkansas,Statewide Arkansas,8.0,0.0
Arkansas,Stone,36.0,16.0
Arkansas,Union,167.0,55.0
Arkansas,Van Buren,53.0,19.0
Arkansas,Washington,418.0,828.0
Arkansas,White,160.0,139.0
Arkansas,Woodruff,22.0,8.0
Arkansas,Yell,50.0,12.0
California,Alameda,213.0,1284.0
California,Alpine,6.0,6.0
California,Amador,76.0,79.0
California,Butte,332.0,548.0
California,Calaveras,97.0,112.0
California,Colusa,30.0,42.0
California,Contra Costa,1232.0,931.0
California,Del Norte,32.0,60.0
California,El Dorado,248.0,724.0
California,Fresno,1044.0,1874.0
California,Glenn,55.0,33.0
California,Humboldt,278.0,374.0
California,Imperial,176.0,322.0
California,Inyo,42.0,61.0
California,Kern,778.0,1396.0
California,Kings,104.0,221.0
California,Lake,90.0,131.0
California,Lassen,40.0,48.0
California,Los Angeles,830.0,1593.0
California,Madera,126.0,232.0
California,Marin,558.0,1564.0
California,Mariposa,46.0,36.0
California,Mendocino,180.0,307.0
California,Merced,184.0,327.0
California,Modoc,15.0,8.0
California,Mono,88.0,156.0
California,Monterey,528.0,1094.0
California,Napa,220.0,530.0
California,Nevada,242.0,502.0
California,Orange,274.0,3061.0
California,Placer,576.0,1974.0
California,Plumas,58.0,78.0
California,Riverside,1854.0,1317.0
California,Sacramento,1140.0,1084.0
California,San Benito,48.0,120.0
California,San Bernardino,1768.0,1016.0
California,San Diego,291.0,2848.0
California,San Francisco,1152.0,999.0
California,San Joaquin,668.0,1336.0
California,San Luis Obispo,500.0,1113.0
California,San Mateo,916.0,750.0
California,Santa Barbara,884.0,1697.0
California,Santa Clara,1080.0,1725.0
California,Santa Cruz,474.0,934.0
California,Shasta,292.0,495.0
California,Sierra,0.0,11.0
California,Siskiyou,134.0,110.0
California,Solano,437.0,908.0
California,Sonoma,756.0,1564.0
California,Stanislaus,540.0,1021.0
California,Statewide California,38.0,8.0
California,Sutter,99.0,223.0
California,Tehama,80.0,80.0
California,Trinity,18.0,22.0
California,Tulare,412.0,722.0
California,Tuolumne,92.0,173.0
California,Ventura,1059.0,1572.0
California,Yolo,268.0,646.0
California,Yuba,65.0,77.0
Colorado,Adams,434.0,1218.0
Colorado,Alamosa,44.0,44.0
Colorado,Arapahoe,1024.0,626.0
Colorado,Archuleta,41.0,119.0
Colorado,Baca,18.0,6.0
Colorado,Bent,6.0,6.0
Colorado,Boulder,738.0,2054.0
Colorado,Broomfield,100.0,419.0
Colorado,Chaffee,76.0,238.0
Colorado,Cheyenne,0.0,0.0
Colorado,Clear Creek,12.0,57.0
Colorado,Conejos,12.0,0.0
Colorado,Costilla,8.0,0.0
Colorado,Crowley,8.0,8.0
Colorado,Custer,33.0,22.0
Colorado,Delta,96.0,99.0
Colorado,Denver,1814.0,960.0
Colorado,Dolores,0.0,6.0
Colorado,Douglas,391.0,2026.0
Colorado,Eagle,200.0,959.0
Colorado,El Paso,1354.0,495.0
Colorado,Elbert,43.0,75.0
Colorado,Fremont,100.0,132.0
Colorado,Garfield,152.0,413.0
Colorado,Gilpin,6.0,37.0
Colorado,Grand,49.0,238.0
Colorado,Gunnison,96.0,247.0
Colorado,Hinsdale,10.0,16.0
Colorado,Huerfano,16.0,28.0
Colorado,Jackson,6.0,8.0
Colorado,Jefferson,867.0,547.0
Colorado,Kiowa,0.0,0.0
Colorado,Kit Carson,18.0,16.0
Colorado,La Plata,170.0,416.0
Colorado,Lake,24.0,45.0
Colorado,Larimer,645.0,1891.0
Colorado,Las Animas,32.0,46.0
Colorado,Lincoln,16.0,10.0
Colorado,Logan,54.0,46.0
Colorado,Mesa,289.0,761.0
Colorado,Mineral,10.0,12.0
Colorado,Moffat,21.0,42.0
Colorado,Montezuma,63.0,68.0
Colorado,Montrose,82.0,151.0
Colorado,Morgan,66.0,63.0
Colorado,Otero,57.0,24.0
Colorado,Ouray,29.0,36.0
Colorado,Park,45.0,77.0
Colorado,Phillips,24.0,6.0
Colorado,Pitkin,116.0,590.0
Colorado,Prowers,36.0,28.0
Colorado,Pueblo,273.0,338.0
Colorado,Rio Blanco,18.0,24.0
Colorado,Rio Grande,37.0,49.0
Colorado,Routt,90.0,396.0
Colorado,Saguache,27.0,12.0
Colorado,San Juan,6.0,17.0
Colorado,San Miguel,46.0,213.0
Colorado,Sedgwick,10.0,0.0
Colorado,Statewide Colorado,18.0,9.0
Colorado,Summit,103.0,740.0
Colorado,Teller,71.0,149.0
Colorado,Washington,16.0,12.0
Colorado,Weld,414.0,874.0
Colorado,Yuma,32.0,30.0
Connecticut,Fairfield,1774.0,1845.0
Connecticut,Hartford,1722.0,1954.0
Connecticut,Litchfield,352.0,365.0
Connecticut,Middlesex,322.0,397.0
Connecticut,New Haven,1362.0,1701.0
Connecticut,New London,498.0,559.0
Connecticut,Statewide Connecticut,11.0,4.0
Connecticut,Tolland,174.0,219.0
Connecticut,Windham,171.0,126.0
Delaware,Kent,323.0,464.0
Delaware,New Castle,1232.0,1828.0
Delaware,Statewide Delaware,9.0,0.0
Delaware,Sussex,442.0,758.0
District of Columbia,District of Columbia,893.0,1766.0
Florida,Alachua,544.0,880.0
Florida,Baker,41.0,29.0
Florida,Bay,377.0,720.0
Florida,Bradford,69.0,29.0
Florida,Brevard,984.0,2140.0
Florida,Broward,128.0,1690.0
Florida,Calhoun,26.0,8.0
Florida,Charlotte,271.0,733.0
Florida,Citrus,228.0,403.0
Florida,Clay,290.0,622.0
Florida,Collier,761.0,486.0
Florida,Columbia,103.0,108.0
Florida,DeSoto,75.0,40.0
Florida,Dixie,27.0,10.0
Florida,Duval,1692.0,857.0
Florida,Escambia,594.0,855.0
Florida,Flagler,166.0,470.0
Florida,Franklin,45.0,57.0
Florida,Gadsden,98.0,39.0
Florida,Gilchrist,32.0,12.0
Florida,Glades,18.0,12.0
Florida,Gulf,38.0,56.0
Florida,Hamilton,27.0,9.0
Florida,Hardee,58.0,34.0
Florida,Hendry,73.0,54.0
Florida,Hernando,227.0,500.0
Florida,Highlands,237.0,231.0
Florida,Hillsborough,1886.0,1245.0
Florida,Holmes,56.0,10.0
Florida,Indian River,317.0,738.0
Florida,Jackson,111.0,66.0
Florida,Jefferson,36.0,14.0
Florida,Lafayette,29.0,0.0
Florida,Lake,543.0,1169.0
Florida,Lee,992.0,669.0
Florida,Leon,844.0,1006.0
Florida,Levy,76.0,71.0
Florida,Liberty,15.0,0.0
Florida,Madison,42.0,17.0
Florida,Manatee,593.0,1704.0
Florida,Marion,508.0,1054.0
Florida,Martin,306.0,910.0
Florida,Miami-Dade,176.0,1881.0
Florida,Monroe,299.0,909.0
Florida,Nassau,185.0,354.0
Florida,Okaloosa,396.0,1051.0
Florida,Okeechobee,68.0,102.0
Florida,Orange,1982.0,1474.0
Florida,Osceola,342.0,1408.0
Florida,Palm Beach,144.0,1625.0
Florida,Pasco,563.0,1561.0
Florida,Pinellas,1478.0,992.0
Florida,Polk,1116.0,1712.0
Florida,Putnam,151.0,107.0
Florida,Santa Rosa,234.0,575.0
Florida,Sarasota,931.0,387.0
Florida,Seminole,614.0,2118.0
Florida,St. Johns,344.0,1468.0
Florida,St. Lucie,409.0,789.0
Florida,Statewide Florida,28.0,13.0
Florida,Sumter,128.0,401.0
Florida,Suwannee,76.0,60.0
Florida,Taylor,60.0,37.0
Florida,Union,16.0,10.0
Florida,Volusia,1036.0,1936.0
Florida,Wakulla,53.0,43.0
Florida,Walton,173.0,872.0
Florida,Washington,63.0,42.0
Georgia,Appling,62.0,14.0
Georgia,Atkinson,11.0,0.0
Georgia,Bacon,19.0,3.0
Georgia,Baker,0.0,0.0
Georgia,Baldwin,71.0,71.0
Georgia,Banks,31.0,17.0
Georgia,Barrow,98.0,151.0
Georgia,Bartow,161.0,231.0
Georgia,Ben Hill,33.0,23.0
Georgia,Berrien,25.0,18.0
Georgia,Bibb,399.0,365.0
Georgia,Bleckley,31.0,15.0
Georgia,Brantley,35.0,0.0
Georgia,Brooks,37.0,10.0
Georgia,Bryan,63.0,133.0
Georgia,Bulloch,112.0,155.0
Georgia,Burke,40.0,33.0
Georgia,Butts,45.0,41.0
Georgia,Calhoun,17.0,0.0
Georgia,Camden,96.0,100.0
Georgia,Candler,19.0,9.0
Georgia,Carroll,241.0,248.0
Georgia,Catoosa,91.0,89.0
Georgia,Charlton,11.0,3.0
Georgia,Chatham,650.0,1082.0
Georgia,Chattahoochee,10.0,0.0
Georgia,Chattooga,59.0,15.0
Georgia,Cherokee,312.0,855.0
Georgia,Clarke,266.0,472.0
Georgia,Clay,7.0,0.0
Georgia,Clayton,274.0,289.0
Georgia,Clinch,27.0,0.0
Georgia,Cobb,1054.0,702.0
Georgia,Coffee,82.0,43.0
Georgia,Colquitt,99.0,52.0
Georgia,Columbia,202.0,294.0
Georgia,Cook,27.0,0.0
Georgia,Coweta,198.0,440.0
Georgia,Crawford,25.0,0.0
Georgia,Crisp,43.0,29.0
Georgia,Dade,39.0,8.0
Georgia,Dawson,54.0,98.0
Georgia,DeKalb,1086.0,1503.0
Georgia,Decatur,64.0,35.0
Georgia,Dodge,49.0,10.0
Georgia,Dooly,17.0,4.0
Georgia,Dougherty,190.0,207.0
Georgia,Douglas,156.0,278.0
Georgia,Early,31.0,5.0
Georgia,Echols,0.0,0.0
Georgia,Effingham,90.0,84.0
Georgia,Elbert,48.0,8.0
Georgia,Emanuel,41.0,16.0
Georgia,Evans,27.0,7.0
Georgia,Fannin,80.0,130.0
Georgia,Fayette,282.0,605.0
Georgia,Floyd,204.0,172.0
Georgia,Forsyth,246.0,951.0
Georgia,Franklin,66.0,15.0
Georgia,Fulton,1075.0,1544.0
Georgia,Gilmer,58.0,78.0
Georgia,Glascock,7.0,0.0
Georgia,Glynn,209.0,363.0
Georgia,Gordon,125.0,67.0
Georgia,Grady,52.0,48.0
Georgia,Greene,51.0,56.0
Georgia,Gwinnett,1270.0,729.0
Georgia,Habersham,119.0,89.0
Georgia,Hall,312.0,616.0
Georgia,Hancock,7.0,0.0
Georgia,Haralson,57.0,31.0
Georgia,Harris,72.0,55.0
Georgia,Hart,68.0,36.0
Georgia,Heard,15.0,3.0
Georgia,Henry,267.0,511.0
Georgia,Houston,218.0,267.0
Georgia,Irwin,13.0,3.0
Georgia,Jackson,121.0,154.0
Georgia,Jasper,20.0,17.0
Georgia,Jeff Davis,26.0,0.0
Georgia,Jefferson,36.0,18.0
Georgia,Jenkins,20.0,0.0
Georgia,Johnson,27.0,0.0
Georgia,Jones,39.0,43.0
Georgia,Lamar,37.0,18.0
Georgia,Lanier,17.0,0.0
Georgia,Laurens,115.0,81.0
Georgia,Lee,31.0,41.0
Georgia,Liberty,96.0,101.0
Georgia,Lincoln,25.0,15.0
Georgia,Long,17.0,14.0
Georgia,Lowndes,195.0,331.0
Georgia,Lumpkin,37.0,71.0
Georgia,Macon,25.0,11.0
Georgia,Madison,61.0,35.0
Georgia,Marion,8.0,0.0
Georgia,McDuffie,56.0,24.0
Georgia,McIntosh,22.0,9.0
Georgia,Meriwether,41.0,6.0
Georgia,Miller,19.0,3.0
Georgia,Mitchell,43.0,20.0
Georgia,Monroe,61.0,46.0
Georgia,Montgomery,15.0,0.0
Georgia,Morgan,59.0,56.0
Georgia,Murray,36.0,23.0
Georgia,Muscogee,440.0,536.0
Georgia,Newton,143.0,137.0
Georgia,Oconee,93.0,222.0
Georgia,Oglethorpe,19.0,0.0
Georgia,Paulding,147.0,259.0
Georgia,Peach,31.0,38.0
Georgia,Pickens,71.0,65.0
Georgia,Pierce,43.0,29.0
Georgia,Pike,43.0,20.0
Georgia,Polk,84.0,35.0
Georgia,Pulaski,22.0,8.0
Georgia,Putnam,45.0,63.0
Georgia,Quitman,3.0,0.0
Georgia,Rabun,58.0,66.0
Georgia,Randolph,21.0,9.0
Georgia,Richmond,409.0,387.0
Georgia,Rockdale,145.0,154.0
Georgia,Schley,17.0,0.0
Georgia,Screven,43.0,0.0
Georgia,Seminole,21.0,6.0
Georgia,Spalding,124.0,106.0
Georgia,Statewide Georgia,22.0,0.0
Georgia,Stephens,71.0,25.0
Georgia,Stewart,11.0,6.0
Georgia,Sumter,77.0,49.0
Georgia,Talbot,4.0,0.0
Georgia,Taliaferro,0.0,0.0
Georgia,Tattnall,52.0,11.0
Georgia,Taylor,19.0,0.0
Georgia,Telfair,27.0,3.0
Georgia,Terrell,17.0,0.0
Georgia,Thomas,144.0,103.0
Georgia,Tift,101.0,86.0
Georgia,Toombs,74.0,37.0
Georgia,Towns,36.0,30.0
Georgia,Treutlen,19.0,0.0
Georgia,Troup,177.0,143.0
Georgia,Turner,29.0,0.0
Georgia,Twiggs,19.0,0.0
Georgia,Union,59.0,87.0
Georgia,Upson,69.0,23.0
Georgia,Walker,135.0,45.0
Georgia,Walton,139.0,207.0
Georgia,Ware,118.0,59.0
Georgia,Warren,17.0,10.0
Georgia,Washington,43.0,30.0
Georgia,Wayne,80.0,39.0
Georgia,Webster,7.0,0.0
Georgia,Wheeler,3.0,0.0
Georgia,White,70.0,68.0
Georgia,Whitfield,186.0,144.0
Georgia,Wilcox,11.0,0.0
Georgia,Wilkes,22.0,0.0
Georgia,Wilkinson,23.0,8.0
Georgia,Worth,38.0,16.0
Hawaii,Hawaii,458.0,510.0
Hawaii,Honolulu,189.0,1371.0
Hawaii,Kauai,206.0,271.0
Hawaii,Maui,525.0,666.0
Hawaii,Statewide Hawaii,3.0,0.0
Idaho,Ada,856.0,430.0
Idaho,Adams,8.0,10.0
Idaho,Bannock,112.0,272.0
Idaho,Bear Lake,0.0,18.0
Idaho,Benewah,22.0,16.0
Idaho,Bingham,24.0,74.0
Idaho,Blaine,103.0,358.0
Idaho,Boise,19.0,43.0
Idaho,Bonner,120.0,266.0
Idaho,Bonneville,119.0,398.0
Idaho,Boundary,20.0,31.0
Idaho,Butte,0.0,0.0
Idaho,Camas,6.0,0.0
Idaho,Canyon,226.0,524.0
Idaho,Caribou,0.0,6.0
Idaho,Cassia,18.0,92.0
Idaho,Clark,0.0,0.0
Idaho,Clearwater,20.0,28.0
Idaho,Custer,16.0,44.0
Idaho,Elmore,26.0,42.0
Idaho,Franklin,0.0,42.0
Idaho,Fremont,19.0,48.0
Idaho,Gem,32.0,53.0
Idaho,Gooding,22.0,25.0
Idaho,Idaho,21.0,72.0
Idaho,Jefferson,0.0,55.0
Idaho,Jerome,30.0,38.0
Idaho,Kootenai,240.0,1035.0
Idaho,Latah,115.0,119.0
Idaho,Lemhi,22.0,66.0
Idaho,Lewis,8.0,6.0
Idaho,Lincoln,0.0,0.0
Idaho,Madison,14.0,125.0
Idaho,Minidoka,24.0,32.0
Idaho,Nez Perce,90.0,117.0
Idaho,Oneida,0.0,10.0
Idaho,Owyhee,8.0,14.0
Idaho,Payette,33.0,91.0
Idaho,Power,6.0,17.0
Idaho,Shoshone,20.0,35.0
Idaho,Statewide Idaho,10.0,0.0
Idaho,Teton,27.0,128.0
Idaho,Twin Falls,158.0,347.0
Idaho,Valley,47.0,165.0
Idaho,Washington,16.0,23.0
Illinois,Adams,207.0,145.0
Illinois,Alexander,20.0,0.0
Illinois,Bond,54.0,14.0
Illinois,Boone,56.0,91.0
Illinois,Brown,19.0,0.0
Illinois,Bureau,99.0,42.0
Illinois,Calhoun,10.0,0.0
Illinois,Carroll,55.0,14.0
Illinois,Cass,41.0,4.0
Illinois,Champaign,502.0,528.0
Illinois,Christian,104.0,48.0
Illinois,Clark,58.0,0.0
Illinois,Clay,63.0,19.0
Illinois,Clinton,102.0,46.0
Illinois,Coles,132.0,85.0
Illinois,Cook,676.0,2614.0
Illinois,Crawford,74.0,28.0
Illinois,Cumberland,28.0,0.0
Illinois,De Witt,48.0,26.0
Illinois,DeKalb,179.0,170.0
Illinois,Douglas,52.0,23.0
Illinois,DuPage,1504.0,979.0
Illinois,Edgar,53.0,21.0
Illinois,Edwards,34.0,0.0
Illinois,Effingham,99.0,87.0
Illinois,Fayette,74.0,24.0
Illinois,Ford,50.0,15.0
Illinois,Franklin,101.0,24.0
Illinois,Fulton,98.0,47.0
Illinois,Gallatin,20.0,0.0
Illinois,Greene,39.0,8.0
Illinois,Grundy,90.0,109.0
Illinois,Hamilton,52.0,10.0
Illinois,Hancock,71.0,20.0
Illinois,Hardin,8.0,0.0
Illinois,Henderson,16.0,6.0
